mV,log |µA/cm2|
2.07E+02,0.182187744
2.06E+02,0.183536034
2.05E+02,0.184856034
2.04E+02,0.187277279
2.03E+02,0.189852028
2.01E+02,0.192415786
2.00E+02,0.195490891
1.99E+02,0.19981275
1.98E+02,0.202329991
1.97E+02,0.204236141
1.95E+02,0.208215551
1.94E+02,0.210815146
1.93E+02,0.213753832
1.92E+02,0.216031765
1.90E+02,0.218436504
1.89E+02,0.243626553
1.88E+02,0.250561491
1.87E+02,0.255979829
1.86E+02,0.26050928
1.84E+02,0.264005594
1.83E+02,0.267200133
1.82E+02,0.271858792
1.81E+02,0.273835012
1.80E+02,0.271295957
1.78E+02,0.269355309
1.77E+02,0.269016958
1.76E+02,0.270029821
1.75E+02,0.271603957
1.73E+02,0.27197025
1.72E+02,0.273761953
1.71E+02,0.274134055
1.70E+02,0.276551411
1.68E+02,0.278055426
1.67E+02,0.279436734
1.66E+02,0.281588273
1.65E+02,0.283394185
1.64E+02,0.285425425
1.62E+02,0.287168407
1.61E+02,0.289800252
1.60E+02,0.291896522
1.59E+02,0.294222336
1.58E+02,0.296382149
1.56E+02,0.298163988
1.55E+02,0.30090186
1.54E+02,0.301453443
1.53E+02,0.304385388
1.52E+02,0.306006831
1.50E+02,0.309407002
1.49E+02,0.310797148
1.48E+02,0.31353336
1.46E+02,0.315589174
1.45E+02,0.317891462
1.44E+02,0.320904496
1.43E+02,0.322492194
1.41E+02,0.324334732
1.40E+02,0.327556519
1.39E+02,0.331487223
1.38E+02,0.333512565
1.37E+02,0.336516769
1.35E+02,0.339458
1.34E+02,0.341716971
1.33E+02,0.344538848
1.32E+02,0.361623782
1.31E+02,0.369642148
1.29E+02,0.374778397
1.28E+02,0.376470925
1.27E+02,0.378466038
1.26E+02,0.380753048
1.24E+02,0.382042811
1.23E+02,0.383183564
1.22E+02,0.385181959
1.21E+02,0.386455623
1.20E+02,0.387298152
1.18E+02,0.38873867
1.17E+02,0.38978146
1.16E+02,0.39239548
1.15E+02,0.392292889
1.13E+02,0.394836246
1.12E+02,0.395904834
1.11E+02,0.397011364
1.10E+02,0.398855405
1.09E+02,0.399870407
1.07E+02,0.400604467
1.06E+02,0.401356247
1.05E+02,0.403048419
1.04E+02,0.40418932
1.03E+02,0.405585046
1.01E+02,0.406815147
1.00E+02,0.388593857
9.89E+01,0.408814516
9.77E+01,0.410564335
9.65E+01,0.412029231
9.52E+01,0.412949504
9.41E+01,0.414180204
9.30E+01,0.412223931
9.18E+01,0.409924674
9.06E+01,0.414075435
8.93E+01,0.415587774
8.81E+01,0.416115376
8.69E+01,0.417648862
8.57E+01,0.418137157
8.45E+01,0.418969127
8.32E+01,0.423002601
8.21E+01,0.41669242
8.08E+01,0.421149984
7.96E+01,0.413670349
7.84E+01,0.427599861
7.72E+01,0.434041043
7.60E+01,0.42855592
7.47E+01,0.432067073
7.36E+01,0.43274295
7.24E+01,0.43269677
7.11E+01,0.436081189
6.99E+01,0.435700108
6.87E+01,0.436012447
6.75E+01,0.438389013
6.62E+01,0.437821566
6.53E+01,0.440314037
6.40E+01,0.439410544
6.28E+01,0.441943233
6.16E+01,0.445659771
6.04E+01,0.446700851
5.92E+01,0.450507914
5.80E+01,0.448678345
5.67E+01,0.450060873
5.55E+01,0.454505521
5.43E+01,0.457076874
5.31E+01,0.455897471
5.19E+01,0.451993098
5.07E+01,0.459820238
4.94E+01,0.462403539
4.83E+01,0.464022363
4.70E+01,0.465502861
4.58E+01,0.468535632
4.46E+01,0.469363336
4.34E+01,0.47091418
4.22E+01,0.473995417
4.10E+01,0.477431664
3.97E+01,0.477189434
3.85E+01,0.482025596
3.73E+01,0.483237153
3.61E+01,0.484162125
3.49E+01,0.487043867
3.36E+01,0.489144645
3.24E+01,0.488995499
3.11E+01,0.490872487
3.00E+01,0.492205786
2.88E+01,0.492856314
2.76E+01,0.493407438
2.64E+01,0.495827993
2.51E+01,0.495456082
2.39E+01,0.497057705
2.27E+01,0.497560162
2.15E+01,0.498285598
2.03E+01,0.497675744
1.90E+01,0.499472356
1.78E+01,0.500004441
1.66E+01,0.499972029
1.54E+01,0.500770641
1.42E+01,0.500697154
1.29E+01,0.503834927
1.17E+01,0.506592965
1.05E+01,0.504727693
9.27E+00,0.507970634
8.05E+00,0.508358526
6.85E+00,0.510074806
5.64E+00,0.509667358
4.40E+00,0.511805315
3.21E+00,0.513021857
1.98E+00,0.513873475
7.43E-01,0.519149256
-4.83E-01,0.517157879
-1.66E+00,0.521538575
-2.90E+00,0.523132169
-4.09E+00,0.529720429
-5.32E+00,0.518908574
-6.53E+00,0.518089176
-7.77E+00,0.511381963
-8.98E+00,0.510725393
-1.02E+01,0.520902297
-1.14E+01,0.523113418
-1.26E+01,0.519168179
-1.38E+01,0.522888604
-1.50E+01,0.5227351
-1.63E+01,0.518091021
-1.75E+01,0.521374527
-1.87E+01,0.525564094
-1.99E+01,0.516954131
-2.11E+01,0.519611317
-2.23E+01,0.525413347
-2.35E+01,0.524516202
-2.47E+01,0.517570233
-2.60E+01,0.528983381
-2.71E+01,0.524523081
-2.84E+01,0.524492448
-2.96E+01,0.524840316
-3.08E+01,0.525775751
-3.20E+01,0.525226913
-3.32E+01,0.526582337
-3.45E+01,0.526932021
-3.57E+01,0.527384204
-3.69E+01,0.527746642
-3.81E+01,0.529715427
-3.93E+01,0.530806006
-4.06E+01,0.531982407
-4.18E+01,0.532190959
-4.30E+01,0.534008455
-4.42E+01,0.535805097
-4.54E+01,0.535623198
-4.66E+01,0.536451371
-4.79E+01,0.534924242
-4.91E+01,0.539018607
-5.02E+01,0.538851111
-5.15E+01,0.541631157
-5.27E+01,0.543387033
-5.39E+01,0.543338189
-5.51E+01,0.545700278
-5.63E+01,0.547177109
-5.75E+01,0.547064367
-5.88E+01,0.548390401
-5.99E+01,0.549641843
-6.12E+01,0.549234701
-6.24E+01,0.550814683
-6.36E+01,0.551180432
-6.49E+01,0.550399101
-6.61E+01,0.553354273
-6.73E+01,0.554196988
-6.85E+01,0.555300659
-6.97E+01,0.555961204
-7.09E+01,0.557721409
-7.21E+01,0.556805147
-7.33E+01,0.558499171
-7.45E+01,0.558167885
-7.58E+01,0.559139292
-7.70E+01,0.56020383
-7.82E+01,0.562569535
-7.94E+01,0.56477705
-8.07E+01,0.566178134
-8.19E+01,0.566663714
-8.30E+01,0.566549675
-8.43E+01,0.567347202
-8.55E+01,0.56676842
-8.67E+01,0.568956271
-8.79E+01,0.567968199
-8.91E+01,0.56935916
-9.04E+01,0.569536593
-9.16E+01,0.56885971
-9.28E+01,0.570799005
-9.40E+01,0.56940809
-9.52E+01,0.56981208
-9.64E+01,0.5699497
-9.76E+01,0.571123945
-9.88E+01,0.5718888
-1.00E+02,0.569599427
-1.01E+02,0.570027668
-1.02E+02,0.571821757
-1.04E+02,0.570168258
-1.05E+02,0.570782203
-1.06E+02,0.571772982
-1.07E+02,0.571704407
-1.09E+02,0.57049367
-1.10E+02,0.571114735
-1.11E+02,0.570953108
-1.12E+02,0.571294599
-1.13E+02,0.572039375
-1.15E+02,0.571564431
-1.16E+02,0.572553429
-1.17E+02,0.571351003
-1.18E+02,0.571809535
-1.20E+02,0.571766928
-1.21E+02,0.571468448
-1.22E+02,0.572709931
-1.23E+02,0.572630932
-1.24E+02,0.572583758
-1.26E+02,0.573000014
-1.27E+02,0.572123019
-1.28E+02,0.571928252
-1.29E+02,0.572310257
-1.30E+02,0.571840032
-1.32E+02,0.573086606
-1.33E+02,0.572247814
-1.34E+02,0.573338392
-1.35E+02,0.573937334
-1.37E+02,0.571672503
-1.38E+02,0.572978769
-1.39E+02,0.574371853
-1.40E+02,0.57327923
-1.41E+02,0.573805492
-1.43E+02,0.574010074
-1.44E+02,0.574809058
-1.45E+02,0.575817923
-1.46E+02,0.57516278
-1.47E+02,0.575571956
-1.49E+02,0.575998964
-1.50E+02,0.575902457
-1.51E+02,0.575926556
-1.52E+02,0.576372683
-1.54E+02,0.575363606
-1.55E+02,0.575763596
-1.56E+02,0.575804313
-1.57E+02,0.578191851
-1.58E+02,0.576069745
-1.60E+02,0.576803392
,0.57638927
,0.576773241
,0.578014821
,0.57753718
,0.578142295
,0.578445281
,0.579447231
,0.577283219
,0.57944277
,0.580097432
,0.579402279
,0.58112532
,0.581436708
,0.581250518
,0.582675378
,0.583222926
,0.584604382
,0.583592069
,0.584530456
,0.586468814
,0.587069037
,0.586436513
,0.587218935
,0.587299706
,0.588713622
,0.588677009
,0.586785167
,0.585934247
,0.587393713
,0.590570901
,0.59096003
,0.591281811
,0.59306288
,0.595095031
,0.595751102
,0.598159172
,0.597310182
,0.598365412
,0.597515399
,0.603336568
,0.605987419
,0.607215613
,0.607555167
,0.608777445
,0.610378312
,0.612708219
,0.615061627
,0.615668984
,0.618632797
,0.61963221
,0.620958457
,0.624708238
,0.625513497
,0.628483341
,0.630504353
,0.633116535
,0.63431138
,0.634726389
,0.638478574
,0.639415064
,0.640786231
,0.642928048
,0.645402618
,0.647278688
,0.649020612
,0.651160215
,0.653144276
,0.654616391
,0.657926534
,0.660863297
,0.662182104
,0.661319543
,0.66642587
,0.668888513
,0.671268303
,0.672753886
,0.674510901
,0.677728283
,0.677520724
,0.679609118
,0.686929364
,0.690612626
,0.688617257
,0.69310689
,0.696140761
,0.697748964
,0.699440785
,0.702244888
,0.705877049
,0.707272455
,0.710407391
,0.713799899
,0.713295697
,0.715621832
,0.718128101
,0.722868608
,0.725921102
,0.736278948
,0.734219343
,0.736499924
,0.739410779
,0.742382508
,0.744734252
,0.747606925
,0.750511095
,0.753124318
,0.756722654
,0.759222748
,0.762505186
,0.766645623
,0.768821546
,0.772328089
,0.774356503
,0.777781871
,0.781153118
,0.784710274
,0.787075106
,0.789227916
,0.792799385
,0.796112876
,0.796857989
,0.798387711
,0.798999943
,0.798092125
,0.797223278
,0.795984791
,0.792911971
,0.791027405
,0.791260843
,0.792636437
,0.795014249
,0.796089332
,0.797013054
,0.803819423
,0.801405151
,0.808337055
,0.809602469
,0.81304937
,0.818700388
,0.823124566
,0.828545702
,0.833122431
,0.836958317
,0.839994431
,0.851581747
,0.85733135
,0.868494084
,0.881134908
,0.886369162
,0.889240337
,0.891740063
,0.89650577
,0.898203002
,0.901757103
