mV,log |µA/cm2|
4.31E+02,0.970725626
4.32E+02,0.985169504
4.32E+02,0.999276515
4.33E+02,1.006112044
4.34E+02,1.032463225
4.34E+02,1.046519356
4.35E+02,1.044104856
4.36E+02,1.043112634
4.36E+02,1.047331341
4.37E+02,1.046110255
4.37E+02,1.041428217
4.38E+02,1.035935387
4.38E+02,1.032655823
4.39E+02,1.028584672
4.40E+02,1.017855632
4.40E+02,0.99938456
4.41E+02,0.974741582
4.42E+02,0.938662799
4.42E+02,0.882706414
4.43E+02,0.772933103
4.43E+02,0.227058443
4.44E+02,0.161510248
4.44E+02,0.16118556
4.45E+02,0.162079363
4.46E+02,0.16421868
4.46E+02,0.166078865
4.47E+02,0.167211259
4.48E+02,0.169229333
4.48E+02,0.172149429
4.49E+02,0.176179557
4.49E+02,0.179581375
4.50E+02,0.181496585
4.51E+02,0.18175472
4.51E+02,0.181359308
4.52E+02,0.181408504
4.52E+02,0.184634657
4.53E+02,0.184881854
4.54E+02,0.187672133
4.54E+02,0.188050857
4.55E+02,0.189697165
4.55E+02,0.19165023
4.56E+02,0.192535953
4.56E+02,0.194377788
4.57E+02,0.196774276
4.58E+02,0.199039812
4.58E+02,0.199744758
4.59E+02,0.201349595
4.60E+02,0.203533289
4.60E+02,0.206913535
4.61E+02,0.206880362
4.61E+02,0.209347699
4.62E+02,0.21551146
4.62E+02,0.212239823
4.63E+02,0.214824251
4.64E+02,0.215557993
4.64E+02,0.217905137
4.65E+02,0.219394055
4.65E+02,0.221155149
4.66E+02,0.222134855
4.67E+02,0.225692223
4.67E+02,0.226413002
4.68E+02,0.227793411
4.68E+02,0.229694638
4.69E+02,0.231737628
4.70E+02,0.23353141
4.70E+02,0.234107598
4.71E+02,0.23608535
4.71E+02,0.23858951
4.72E+02,0.24071844
4.73E+02,0.242331684
4.73E+02,0.243221902
4.74E+02,0.24466472
4.74E+02,0.246902159
4.75E+02,0.248147685
4.76E+02,0.250402435
4.76E+02,0.252256012
4.77E+02,0.253313769
4.77E+02,0.254909718
4.78E+02,0.257028566
4.79E+02,0.259355405
4.79E+02,0.259984282
4.80E+02,0.261781571
4.80E+02,0.26371298
4.81E+02,0.265715459
4.82E+02,0.266838015
4.82E+02,0.268374115
4.83E+02,0.269856508
4.83E+02,0.27164067
4.84E+02,0.273394391
4.85E+02,0.27525836
4.85E+02,0.277040019
4.86E+02,0.278729828
4.86E+02,0.280444283
4.87E+02,0.281399521
4.88E+02,0.28390475
4.88E+02,0.285311739
4.89E+02,0.286634059
4.89E+02,0.288941487
4.90E+02,0.290808525
4.91E+02,0.291906723
4.91E+02,0.293898406
4.92E+02,0.295382128
4.92E+02,0.29751934
4.93E+02,0.299308301
4.94E+02,0.299775245
4.94E+02,0.301993927
4.95E+02,0.303521116
4.95E+02,0.305181058
4.96E+02,0.306713603
4.97E+02,0.308773507
4.97E+02,0.309842579
4.98E+02,0.311128026
4.98E+02,0.312275548
4.99E+02,0.314452912
5.00E+02,0.315979787
5.00E+02,0.317282783
5.01E+02,0.319393827
5.01E+02,0.321117271
5.02E+02,0.322730221
5.03E+02,0.32370617
5.03E+02,0.325485697
5.04E+02,0.326842174
5.05E+02,0.32874931
5.05E+02,0.33039084
5.06E+02,0.332184071
5.06E+02,0.333842293
5.07E+02,0.33523799
5.07E+02,0.338982309
5.08E+02,0.344864828
5.09E+02,0.365615447
5.09E+02,0.37920541
5.10E+02,0.43943107
5.11E+02,0.448884483
5.11E+02,0.454413704
5.12E+02,0.463604558
5.12E+02,0.472298664
5.13E+02,0.491030103
5.13E+02,0.524882727
5.14E+02,0.545958935
5.15E+02,0.553852819
5.15E+02,0.573288395
5.16E+02,0.604896855
5.16E+02,0.630122439
5.17E+02,0.660822426
5.18E+02,0.695804475
5.18E+02,0.723784757
5.19E+02,0.781549736
5.19E+02,0.856230223
5.20E+02,0.853033488
5.21E+02,0.822847963
5.21E+02,0.827669879
5.22E+02,0.869697222
5.22E+02,0.899609485
5.23E+02,0.929457244
5.24E+02,0.956860684
5.24E+02,0.974609087
5.25E+02,0.992815341
5.26E+02,1.02387649
5.26E+02,1.054907463
5.26E+02,1.072364248
5.27E+02,1.088420326
5.28E+02,1.106777156
5.28E+02,1.123183358
5.29E+02,1.134534409
5.30E+02,1.143032609
5.30E+02,1.154659469
5.31E+02,1.16060117
5.31E+02,1.161692254
5.32E+02,1.165950556
5.33E+02,1.169581277
5.33E+02,1.177614695
5.34E+02,1.178693269
5.34E+02,1.171566159
5.35E+02,1.170793694
5.36E+02,1.157391785
5.36E+02,1.1336762
5.37E+02,1.12659404
5.37E+02,1.102388421
5.38E+02,1.052508491
5.39E+02,0.783031329
5.39E+02,0.42455465
5.40E+02,0.415144693
5.40E+02,0.417624956
5.41E+02,0.426324816
5.41E+02,0.419053527
5.42E+02,0.422266378
5.43E+02,0.424509715
5.43E+02,0.432918967
5.44E+02,0.421298497
5.45E+02,0.426537448
5.45E+02,0.427676274
5.46E+02,0.428723124
5.46E+02,0.429004456
5.47E+02,0.432086022
5.48E+02,0.433235395
5.48E+02,0.43331915
5.49E+02,0.433090908
5.49E+02,0.435806316
5.50E+02,0.43798524
5.50E+02,0.436041569
5.51E+02,0.438378726
5.52E+02,0.440592215
5.52E+02,0.440449998
5.53E+02,0.442027366
5.54E+02,0.443418836
5.54E+02,0.445287162
5.55E+02,0.447104672
5.55E+02,0.447558948
5.56E+02,0.447270933
5.57E+02,0.45500392
5.57E+02,0.451384796
5.58E+02,0.45449759
5.58E+02,0.451954903
5.59E+02,0.452826728
5.60E+02,0.453810771
5.60E+02,0.457368157
5.61E+02,0.45939852
5.61E+02,0.462912557
5.62E+02,0.460851556
5.62E+02,0.458837956
5.63E+02,0.462192034
5.64E+02,0.461915663
5.64E+02,0.473445801
5.65E+02,0.477157155
5.66E+02,0.482272727
5.66E+02,0.508948325
5.67E+02,0.511502752
5.67E+02,0.517908269
5.68E+02,0.514745995
5.68E+02,0.520636786
5.69E+02,0.527374146
5.70E+02,0.581849005
5.70E+02,0.583123588
5.71E+02,0.585090463
5.72E+02,0.586239167
5.72E+02,0.591398217
5.73E+02,0.589170299
5.73E+02,0.592740863
5.74E+02,0.593522206
5.75E+02,0.598144821
5.75E+02,0.59578426
5.76E+02,0.599269607
5.76E+02,0.627640686
5.77E+02,0.623055262
5.77E+02,0.639799347
5.78E+02,0.699926223
5.79E+02,0.70306824
5.79E+02,0.703524888
5.80E+02,0.715513651
5.80E+02,0.742355785
5.81E+02,0.847985536
5.82E+02,0.913204459
5.82E+02,0.929882658
5.83E+02,0.991969058
5.83E+02,1.056449365
5.84E+02,1.086355915
5.85E+02,1.101521622
5.85E+02,1.125248278
5.86E+02,1.163031007
5.87E+02,1.208315565
5.87E+02,1.237807301
5.88E+02,1.267865341
5.88E+02,1.229644221
5.89E+02,1.212573502
5.90E+02,1.226195578
5.90E+02,1.231089416
5.91E+02,1.238206988
5.91E+02,1.241510869
5.92E+02,1.245655024
5.93E+02,1.253107953
5.93E+02,1.257153025
5.94E+02,1.264682085
5.94E+02,1.284573069
5.95E+02,1.307587594
5.96E+02,1.317795995
5.96E+02,1.323880702
5.97E+02,1.295953285
5.97E+02,1.194997486
5.98E+02,0.646725553
5.98E+02,0.651459449
5.99E+02,0.65533171
6.00E+02,0.660725685
6.00E+02,0.668239108
6.01E+02,0.675665539
6.01E+02,0.684779674
6.02E+02,0.692304726
6.03E+02,0.70491775
6.03E+02,0.713553877
6.04E+02,0.722100186
6.04E+02,0.733966833
6.05E+02,0.745640178
6.06E+02,0.752645749
6.06E+02,0.756610171
6.07E+02,0.766681521
6.07E+02,0.790205055
6.08E+02,0.801505651
6.09E+02,0.813838354
6.09E+02,0.846422973
6.10E+02,0.891701444
6.10E+02,1.0183197
6.11E+02,1.1030045
6.12E+02,1.197268701
6.12E+02,1.287024454
6.13E+02,1.38772912
6.13E+02,1.458950579
6.14E+02,1.52581807
6.15E+02,1.590318539
6.15E+02,1.648236049
6.16E+02,1.69289616
6.16E+02,1.721606605
6.17E+02,1.72461547
6.18E+02,1.695298376
6.18E+02,1.668907968
6.19E+02,1.650323651
6.19E+02,1.634022484
6.20E+02,1.620152822
6.21E+02,1.605808665
6.21E+02,1.591383752
6.22E+02,1.575023683
6.22E+02,1.555074488
6.23E+02,1.539038316
6.24E+02,1.518099583
6.24E+02,1.498537982
6.25E+02,1.462276229
6.25E+02,1.437330013
6.26E+02,1.418889014
6.27E+02,1.392248361
6.27E+02,1.362741768
6.28E+02,1.329176302
6.28E+02,1.159477859
6.29E+02,0.925153561
6.30E+02,0.925396363
6.30E+02,0.92599961
6.31E+02,0.929327561
6.31E+02,0.931573548
6.32E+02,0.935216715
6.33E+02,0.939110024
6.33E+02,0.947267129
6.34E+02,1.028237678
6.34E+02,1.170199501
6.35E+02,1.273771201
6.36E+02,1.316770221
6.36E+02,1.468773144
6.37E+02,1.532937483
6.37E+02,1.613177721
6.38E+02,0.961846826
6.39E+02,0.96268573
6.39E+02,0.963624322
6.40E+02,0.967204757
6.40E+02,0.968528337
6.41E+02,0.970822758
6.42E+02,0.972625722
6.42E+02,0.974738544
6.43E+02,0.976438984
6.43E+02,0.97864557
6.44E+02,0.98056727
6.45E+02,0.982556145
6.45E+02,0.98546797
6.46E+02,0.987254518
6.46E+02,0.989556509
6.47E+02,0.992191219
6.48E+02,0.994619689
6.48E+02,0.996066555
6.49E+02,0.999374905
6.49E+02,1.001145893
6.50E+02,1.002373005
6.51E+02,1.00349586
6.51E+02,1.0050217
6.52E+02,1.006475883
6.52E+02,1.007472951
6.53E+02,1.009397349
6.54E+02,1.011025013
6.54E+02,1.017514138
6.55E+02,1.024836082
6.55E+02,1.029147084
6.56E+02,1.029959344
6.57E+02,1.030389607
6.57E+02,1.032134644
6.58E+02,1.034487278
6.58E+02,1.03670074
6.59E+02,1.039784004
6.60E+02,1.046186405
6.60E+02,1.04957888
6.61E+02,1.050570757
6.62E+02,1.053633064
6.62E+02,1.05693647
6.62E+02,1.061785612
6.63E+02,1.069957284
6.64E+02,1.075668474
6.64E+02,1.076490071
6.65E+02,1.082882627
6.66E+02,1.085881487
6.66E+02,1.089949598
6.67E+02,1.091975601
6.67E+02,1.095112837
6.68E+02,1.098257361
6.69E+02,1.099115484
6.69E+02,1.100703377
6.70E+02,1.102236753
6.70E+02,1.102874294
6.71E+02,1.103531774
6.71E+02,1.10515136
6.72E+02,1.107110885
6.73E+02,1.109245021
6.73E+02,1.112349577
6.74E+02,1.116275255
6.75E+02,1.118535869
6.75E+02,1.120323811
6.76E+02,1.121419652
6.76E+02,1.122169005
6.77E+02,1.122860777
6.77E+02,1.123737338
6.78E+02,1.124032179
6.79E+02,1.124182297
6.79E+02,1.124521179
6.80E+02,1.124744781
6.81E+02,1.125187733
6.81E+02,1.125502736
6.82E+02,1.125970588
6.82E+02,1.126201889
6.83E+02,1.126819821
6.84E+02,1.12737469
6.84E+02,1.12772792
6.85E+02,1.128213103
6.85E+02,1.128331082
6.86E+02,1.128998595
6.87E+02,1.130221481
6.87E+02,1.131370013
6.88E+02,1.134238007
6.88E+02,1.134019241
6.89E+02,1.137918138
6.90E+02,1.147520816
6.90E+02,1.155929067
6.91E+02,1.157613291
6.91E+02,1.160731369
6.92E+02,1.161806269
6.93E+02,1.160688174
6.93E+02,1.1614833
6.94E+02,1.160652175
6.94E+02,1.160873524
6.95E+02,1.160877722
6.95E+02,1.16042621
6.96E+02,1.16178263
6.97E+02,1.162609805
6.97E+02,1.162319412
6.98E+02,1.163984739
6.98E+02,1.169305215
6.99E+02,1.17009765
7.00E+02,1.175739048
7.00E+02,1.181654972
7.01E+02,1.190691313
7.01E+02,1.184392999
7.02E+02,1.180439578
7.03E+02,1.182477709
7.03E+02,1.183752852
7.04E+02,1.185028517
7.05E+02,1.183297752
7.05E+02,1.179981564
7.06E+02,1.178787945
7.06E+02,1.175784829
7.07E+02,1.175199171
7.07E+02,1.175182634
7.08E+02,1.174559846
7.09E+02,1.173194138
7.09E+02,1.17180921
7.10E+02,1.17059699
7.10E+02,1.169860688
7.11E+02,1.178342011
7.12E+02,1.183411358
7.12E+02,1.178076363
7.13E+02,1.17662627
7.13E+02,1.177916089
7.14E+02,1.177116142
7.15E+02,1.177438087
7.15E+02,1.181148733
7.16E+02,1.176302564
7.16E+02,1.174783223
7.17E+02,1.175370021
7.18E+02,1.179390912
7.18E+02,1.183445804
7.19E+02,1.189692675
7.19E+02,1.203404164
7.20E+02,1.232557277
7.21E+02,1.246111137
7.21E+02,1.292908795
7.22E+02,1.314012664
7.22E+02,1.331924476
7.23E+02,1.344886616
7.24E+02,1.346721382
7.24E+02,1.355024871
7.25E+02,1.380484942
7.25E+02,1.387941955
7.26E+02,1.377380206
7.27E+02,1.371257432
7.27E+02,1.363256879
7.28E+02,1.420026254
7.28E+02,1.439282471
7.29E+02,1.440464489
7.30E+02,1.461978327
7.30E+02,1.4695811
7.31E+02,1.483906803
7.31E+02,1.495799012
7.32E+02,1.523171361
7.33E+02,1.53683774
7.33E+02,1.538349869
7.34E+02,1.5467547
7.34E+02,1.555948527
7.35E+02,1.561337676
7.36E+02,1.561551194
7.36E+02,1.574385508
7.37E+02,1.584885049
7.37E+02,1.59522917
7.38E+02,1.601813242
7.39E+02,1.60451581
7.39E+02,1.612904913
7.40E+02,1.615076694
7.40E+02,1.607911061
7.41E+02,1.610047994
7.42E+02,1.621461181
7.42E+02,1.630544214
7.43E+02,1.627576397
7.43E+02,1.628953452
7.44E+02,1.634793555
7.45E+02,1.648382847
7.45E+02,1.648142809
7.46E+02,1.654121553
7.46E+02,1.657606694
7.47E+02,1.669094189
7.48E+02,1.67838033
7.48E+02,1.678485146
7.49E+02,1.684330992
7.49E+02,1.691039741
7.50E+02,1.703231347
7.51E+02,1.710997844
7.51E+02,1.709690819
7.52E+02,1.702951205
7.52E+02,1.705079137
7.53E+02,1.696989543
7.54E+02,1.644230157
7.54E+02,1.397586175
7.55E+02,1.397979441
7.55E+02,1.397749746
7.56E+02,1.403016141
7.57E+02,1.408121875
7.57E+02,1.41416531
7.58E+02,1.416918633
7.58E+02,1.421982618
7.59E+02,1.424107707
7.60E+02,1.425719865
7.60E+02,1.429900464
7.61E+02,1.428964346
7.61E+02,1.44848417
7.62E+02,1.458511999
7.63E+02,1.465214902
7.63E+02,1.470233738
7.64E+02,1.483220309
7.64E+02,1.501964992
7.65E+02,1.513880392
7.66E+02,1.523646203
7.66E+02,1.536793075
7.67E+02,1.542687401
7.67E+02,1.552697655
7.68E+02,1.56949072
7.69E+02,1.577600245
7.69E+02,1.585307402
7.70E+02,1.590193028
7.70E+02,1.606360187
7.71E+02,1.612809384
7.72E+02,1.622233198
7.72E+02,1.621276428
7.73E+02,1.630125086
7.73E+02,1.637170696
7.74E+02,1.651091751
7.74E+02,1.657929016
7.75E+02,1.67083574
7.76E+02,1.676789601
7.76E+02,1.667258831
7.77E+02,1.664644326
7.78E+02,1.640786231
7.78E+02,1.644003388
7.79E+02,1.595896602
7.79E+02,1.583592069
7.80E+02,1.5720303
7.80E+02,1.574147875
7.81E+02,1.574816688
7.82E+02,1.594148813
7.82E+02,1.644373194
7.83E+02,1.716541368
7.83E+02,1.80436075
7.84E+02,1.874190122
7.85E+02,1.933114789
7.85E+02,1.720679318
7.86E+02,1.714196097
7.87E+02,1.703547407
7.87E+02,1.77983024
7.88E+02,1.819371565
7.88E+02,1.813191684
7.89E+02,1.899922172
7.89E+02,1.991531968
7.90E+02,2.037198533
7.91E+02,2.059549408
7.91E+02,2.077226509
7.92E+02,2.102229889
7.92E+02,2.115744606
7.93E+02,2.128712597
7.94E+02,2.137708493
7.94E+02,2.152217078
7.95E+02,2.144952922
7.95E+02,2.151600269
7.96E+02,2.15937948
7.97E+02,2.163173306
7.97E+02,2.168062972
7.98E+02,2.196270166
7.98E+02,2.187841529
7.99E+02,2.192475177
8.00E+02,2.206260926
8.00E+02,2.218450423
8.01E+02,2.241288915
8.01E+02,2.248650679
8.02E+02,2.263630625
8.03E+02,2.286984084
8.03E+02,2.283876288
8.04E+02,2.292007832
8.04E+02,2.296573716
8.05E+02,2.300245386
8.06E+02,2.304892323
8.06E+02,2.31098607
8.07E+02,2.316939398
8.07E+02,2.319522657
8.08E+02,2.298261903
8.09E+02,2.291503381
8.09E+02,2.267175484
8.10E+02,2.271480551
8.10E+02,2.267470467
8.11E+02,2.267572268
8.12E+02,2.275523496
8.12E+02,2.280291022
8.13E+02,2.288751214
8.13E+02,2.291336433
8.14E+02,2.291970806
8.15E+02,2.297108252
8.15E+02,2.305246008
8.16E+02,2.315475135
8.17E+02,2.328305584
8.17E+02,2.335644818
8.18E+02,2.337258541
8.18E+02,2.33742831
8.19E+02,2.332716925
8.19E+02,2.33724176
8.20E+02,2.338395927
8.21E+02,2.326754794
8.21E+02,2.331125919
8.22E+02,2.335202665
8.22E+02,2.339142257
8.23E+02,2.341046157
8.24E+02,2.342067401
8.24E+02,2.344135945
8.25E+02,2.345095418
8.25E+02,2.34546607
8.26E+02,2.344799651
8.27E+02,2.336218704
8.27E+02,2.340451849
8.28E+02,2.338538763
8.28E+02,2.343749986
8.29E+02,2.344515667
8.30E+02,2.346833367
8.30E+02,2.345831508
8.31E+02,2.342163606
8.31E+02,2.344846768
8.32E+02,2.34655638
8.33E+02,2.350497666
8.33E+02,2.348358027
8.34E+02,2.345568972
8.34E+02,2.351504296
8.35E+02,2.355090064
8.36E+02,2.35716577
8.36E+02,2.362017772
8.37E+02,2.368050981
8.37E+02,2.372314806
8.38E+02,2.384459152
8.39E+02,2.382229092
8.39E+02,2.37806833
8.40E+02,2.370022635
8.40E+02,2.367654978
8.41E+02,2.365157458
8.42E+02,2.361714807
8.42E+02,2.354420404
8.43E+02,2.3472451
8.43E+02,2.344210657
8.44E+02,2.342581761
8.45E+02,2.339670819
8.45E+02,2.338576804
8.46E+02,2.335203669
8.46E+02,2.329260551
8.47E+02,2.329833786
8.48E+02,2.332811994
8.48E+02,2.335900595
8.49E+02,2.342148792
8.49E+02,2.34151366
8.50E+02,2.342313304
8.51E+02,2.343814533
8.51E+02,2.341714006
8.52E+02,2.339173483
8.52E+02,2.341237019
8.53E+02,2.338660445
8.54E+02,2.324271341
8.54E+02,2.320085397
8.55E+02,2.311511012
8.55E+02,2.309072465
8.56E+02,2.305110291
8.57E+02,2.300248649
8.57E+02,2.295768698
8.58E+02,2.290520749
8.58E+02,2.281906308
8.59E+02,2.278155921
8.60E+02,2.267798304
8.60E+02,2.26433322
8.61E+02,2.261758752
8.61E+02,2.257430164
8.62E+02,2.253889732
8.63E+02,2.248178097
8.63E+02,2.243292843
8.64E+02,2.236715074
8.64E+02,2.229060026
8.65E+02,2.215142455
8.65E+02,2.205456095
8.66E+02,2.191317967
8.67E+02,2.191260655
8.67E+02,2.195759106
8.68E+02,2.18623285
8.68E+02,2.179753381
8.69E+02,2.167369329
8.70E+02,2.153741714
8.70E+02,2.134420015
8.71E+02,2.136216874
8.72E+02,2.136890131
8.72E+02,2.142645962
8.73E+02,2.144039026
8.73E+02,2.142902619
8.74E+02,2.141339696
8.75E+02,2.138024977
8.75E+02,2.135214094
8.76E+02,2.134956671
8.76E+02,2.13605181
8.77E+02,2.140649119
8.78E+02,2.128628312
8.78E+02,2.125365438
8.79E+02,2.116768748
8.79E+02,2.117176801
8.80E+02,2.115669412
8.80E+02,2.118013934
8.81E+02,2.110256287
8.82E+02,2.102240529
8.82E+02,2.09606179
8.83E+02,2.093538299
8.84E+02,2.093937279
8.84E+02,2.098325588
8.85E+02,2.096729309
8.85E+02,2.095587398
8.86E+02,2.097083349
8.86E+02,2.10025851
8.87E+02,2.09948589
8.88E+02,2.100152999
8.88E+02,2.097765945
8.89E+02,2.097653583
8.89E+02,2.096064227
8.90E+02,2.097129537
8.91E+02,2.096358282
8.91E+02,2.092263307
8.92E+02,2.087146188
8.92E+02,2.085870796
8.93E+02,2.07824542
8.94E+02,2.067031035
8.94E+02,2.072708955
8.95E+02,2.076194271
8.95E+02,2.06686017
8.96E+02,2.058155645
8.97E+02,2.05198133
8.97E+02,2.043852891
8.98E+02,2.045444251
8.98E+02,2.045991122
8.99E+02,2.052687787
9.00E+02,2.068936134
9.00E+02,2.0718106
9.01E+02,2.080268876
9.01E+02,2.094332398
9.02E+02,2.091549489
9.03E+02,2.102141677
9.03E+02,2.101522997
9.04E+02,2.110464791
9.04E+02,2.116282565
9.05E+02,2.126431769
9.06E+02,2.144872041
9.06E+02,2.152646031
9.07E+02,2.160229558
9.07E+02,2.17626581
9.08E+02,2.190998598
9.09E+02,2.212382593
9.09E+02,2.229378472
9.10E+02,2.236447068
9.10E+02,2.245033693
9.11E+02,2.24770451
9.12E+02,2.250497095
9.12E+02,2.257383106
9.13E+02,2.263472023
9.13E+02,2.271521922
9.14E+02,2.27296977
9.15E+02,2.270363655
9.15E+02,2.275608923
9.16E+02,2.278530911
9.16E+02,2.279808568
9.17E+02,2.279489449
9.18E+02,2.274704762
9.18E+02,2.274248857
9.19E+02,2.26679596
9.19E+02,2.26683684
9.20E+02,2.257397512
9.21E+02,2.252182633
9.21E+02,2.246535017
9.22E+02,2.24831615
9.22E+02,2.241773032
9.23E+02,2.220699216
9.24E+02,2.216287593
9.24E+02,2.212361554
9.25E+02,2.213655328
9.25E+02,2.21723277
9.26E+02,2.218604294
9.27E+02,2.221919447
9.27E+02,2.220745457
9.28E+02,2.2197359
9.28E+02,2.209596772
9.29E+02,2.215621968
9.30E+02,2.213621072
9.30E+02,2.190098798
9.31E+02,2.179384015
9.31E+02,2.17109195
9.32E+02,2.176168557
9.32E+02,2.175855228
9.33E+02,2.172193252
9.34E+02,2.177877165
9.34E+02,2.18514876
9.35E+02,2.195462372
9.35E+02,2.182677661
9.36E+02,2.171987829
9.37E+02,2.17879744
9.37E+02,2.186504581
9.38E+02,2.192024664
9.39E+02,2.198302085
9.39E+02,2.198787081
9.40E+02,2.207737746
9.40E+02,2.209104117
9.41E+02,2.209349308
9.41E+02,2.210956782
9.42E+02,2.214641748
9.43E+02,2.217261212
9.43E+02,2.222622581
9.44E+02,2.223864403
9.45E+02,2.223484778
9.45E+02,2.235296088
9.46E+02,2.237199534
9.46E+02,2.23477586
9.47E+02,2.232870375
9.47E+02,2.232332988
9.48E+02,2.22889828
9.49E+02,2.228350818
9.49E+02,2.223522159
9.50E+02,2.209333484
9.50E+02,2.19941342
9.51E+02,2.191390925
9.52E+02,2.178143799
9.52E+02,2.170995581
9.53E+02,2.166398436
9.53E+02,2.156929068
9.54E+02,2.162662067
9.55E+02,2.16364551
9.55E+02,2.163272321
9.56E+02,2.16493252
9.56E+02,2.16733831
9.57E+02,2.150840221
9.58E+02,2.152505437
9.58E+02,2.153958386
9.59E+02,2.159073369
9.59E+02,2.165255903
9.60E+02,2.167870929
9.61E+02,2.173351211
9.61E+02,2.172700695
9.62E+02,2.16444952
9.62E+02,2.155296251
9.63E+02,2.15234431
9.64E+02,2.143787095
9.64E+02,2.125896493
9.65E+02,2.127710444
9.65E+02,2.125392771
9.66E+02,2.124142162
9.67E+02,2.128853037
9.67E+02,2.133298703
9.68E+02,2.141811483
9.68E+02,2.139471981
9.69E+02,2.137328154
9.70E+02,2.108116969
9.70E+02,2.100397085
9.71E+02,2.095291425
9.72E+02,2.077074885
9.72E+02,2.071142341
9.73E+02,2.091785449
9.73E+02,2.088548561
9.74E+02,2.098405577
9.74E+02,2.098306195
9.75E+02,2.100038838
9.76E+02,2.091498482
9.76E+02,2.081414283
9.77E+02,2.06495041
9.77E+02,2.044964832
9.78E+02,2.039053049
9.79E+02,2.039497401
9.79E+02,2.036954893
9.80E+02,2.037538842
9.80E+02,2.027529813
9.81E+02,2.016288554
9.82E+02,2.008615925
9.82E+02,1.988593066
9.83E+02,1.996079132
9.83E+02,1.995907662
9.84E+02,2.001831461
9.85E+02,2.007836931
9.85E+02,2.00071903
9.86E+02,1.99544358
9.86E+02,1.989495425
9.87E+02,1.979347205
9.88E+02,1.984221579
9.88E+02,1.987688247
9.89E+02,1.993305305
9.89E+02,1.997059273
9.90E+02,2.00092103
9.91E+02,2.003557031
9.91E+02,2.006437801
9.92E+02,1.999158086
9.92E+02,2.001690022
9.93E+02,2.001513915
9.94E+02,1.997992663
9.94E+02,1.995897359
9.95E+02,1.989804273
9.95E+02,1.989441274
9.96E+02,1.982560305
9.97E+02,1.975681468
9.97E+02,1.97292928
9.98E+02,1.972941945
9.98E+02,1.968732293
9.99E+02,1.957252524
1.00E+03,1.959023352
1.00E+03,1.944567006
1.00E+03,1.94540319
1.00E+03,1.953215686
1.00E+03,1.958440553
1.00E+03,1.952818248
1.00E+03,1.957241263
1.00E+03,1.962832415
1.00E+03,1.969813213
1.00E+03,1.965617117
1.01E+03,1.949428164
1.01E+03,1.948557462
1.01E+03,1.947661985
1.01E+03,1.947789443
1.01E+03,1.942424974
1.01E+03,1.936464479
1.01E+03,1.937668014
1.01E+03,1.931431171
1.01E+03,1.930505651
1.01E+03,1.926489639
1.01E+03,1.928497295
1.01E+03,1.916072971
1.01E+03,1.913010141
1.01E+03,1.913144842
1.01E+03,1.920722208
1.01E+03,1.920722208
1.02E+03,1.915492383
1.02E+03,1.913506825
1.02E+03,1.899308072
1.02E+03,1.890580399
1.02E+03,1.886989257
1.02E+03,1.883709801
1.02E+03,1.881090824
1.02E+03,1.883785518
1.02E+03,1.886897869
1.02E+03,1.886240003
1.02E+03,1.886876512
1.02E+03,1.892507543
1.02E+03,1.895776357
1.02E+03,1.898182852
1.02E+03,1.902814122
1.02E+03,1.90149205
1.02E+03,1.902041856
1.03E+03,1.895764819
1.03E+03,1.899751196
1.03E+03,1.902524874
1.03E+03,1.903974178
1.03E+03,1.902670582
1.03E+03,1.884804254
1.03E+03,1.893500941
1.03E+03,1.895405804
1.03E+03,1.89010516
1.03E+03,1.885210605
1.03E+03,1.889868045
1.03E+03,1.892506097
1.03E+03,1.892015476
1.03E+03,1.903626823
1.03E+03,1.899095326
1.03E+03,1.896134349
1.03E+03,1.890048103
1.04E+03,1.895555356
1.04E+03,1.897051132
1.04E+03,1.894317503
1.04E+03,1.890809083
1.04E+03,1.886943565
1.04E+03,1.883551627
1.04E+03,1.872008996
1.04E+03,1.867423172
1.04E+03,1.859745824
1.04E+03,1.851578569
1.04E+03,1.828031197
1.04E+03,1.775644739
1.04E+03,1.7646521
1.04E+03,1.758042358
1.04E+03,1.751813635
1.04E+03,1.743000856
1.05E+03,1.725267223
1.05E+03,1.701894058
1.05E+03,1.7007314
1.05E+03,1.690213983
1.05E+03,1.692117873
1.05E+03,1.688595106
1.05E+03,1.693534991
1.05E+03,1.695444988
1.05E+03,1.696749784
1.05E+03,1.695407157
1.05E+03,1.680344943
1.05E+03,1.676803952
1.05E+03,1.682661679
1.05E+03,1.689189301
1.05E+03,1.687274909
1.05E+03,1.693286453
1.05E+03,1.688841719
1.06E+03,1.689766359
1.06E+03,1.689343761
1.06E+03,1.689970543
1.06E+03,1.687554911
1.06E+03,1.68563445
1.06E+03,1.677144585
1.06E+03,1.653077379
1.06E+03,1.655038882
1.06E+03,1.617976197
1.06E+03,1.601649824
1.06E+03,1.574942099
1.06E+03,1.542588056
1.06E+03,1.545036928
1.06E+03,1.55978613
1.06E+03,1.556731034
1.06E+03,1.566463302
1.06E+03,1.585726301
1.07E+03,1.595768397
1.07E+03,1.616247962
1.07E+03,1.626224643
1.07E+03,1.628701101
1.07E+03,1.633787595
1.07E+03,1.630647916
1.07E+03,1.637829027
1.07E+03,1.640036181
1.07E+03,1.644858598
1.07E+03,1.653870887
1.07E+03,1.661359136
1.07E+03,1.661616688
1.07E+03,1.664542227
1.07E+03,1.671365131
1.07E+03,1.676148342
1.07E+03,1.679447521
